name,description,full_address,address,state,website,phone,email,status,user_id,categories
Foundation House-Brunswick,"Foundation House provides services to advance the health, wellbeing and human rights of people of refugee backgrounds in Victoria who have experienced torture or other traumatic events in their country of origin or while fleeing those countries.
 
 A person must meet ALL of the following criteria:
 
 •Have a refugee or refugee-like background (see definition below); AND
 •Have a history of torture and/or other traumatic events prior to arrival in Australia or be an immediate family member of such a person; AND
 •Be experiencing psychological or psychosocial difficulties believed to be associated with their experience of torture and traumatic events; AND
 •Consent to receive our services; AND
 •Not pose an unacceptable risk to the safety of staff or other clients.
 • People can refer themselves or be referred by family and community members. 
 
 Head Office is located in Brunswick. Metropolitan Offices are located in Dallas (Northern), Dandenong (South Eastern), Ringwood (Eastern) and Sunshine (Western).
 Also provide services in partnership with other agencies in Ballarat, Bendigo, Geelong, Mildura, Shepparton, Swan Hill and the Latrobe Valley.
 
 Services are free and include access to professional interpreters if one requires this.",4 Gardiner Street Brunswick,"4 Gardiner street, Brunswick VIC 3056",VIC,http://www.foundationhouse.org.au/,03 9388 0022,info@foundationhouse.org.au,confirmed,admin,"Housing, Education, Everyday"
Uniting Care (Kildonan)-Heidelberg,Child support and family assistance for refugees who have been referred to them by government agencies. Majority of casework/settlement support etc. done at Shepparton office.,"Level 1, Suite 116 40 Burgundy S Heidelberg","40 Burgundy Street, Heidelberg VIC 3084",VIC,https://www.kildonan.org.au/programs-and-services/settlement-services/,03 9457 0500,info@kildonan.org.au,confirmed,admin,"Education, Everyday, Housing"
Rowville Community Kitchen-Rowville,"Thursdays - Two course lunch served around shared tables. Individuals are asked to contribute only what they can afford for this service. This service operates on a drop-in basis. 
 
 Wednesdays - Marketplace stall full of no cost pantry items and fresh fruit and veg. The Marketplace stall operates from 11:30am - 1:30pm on a drop-in basis. 
 
 Food4Kids – School fresh food program:
 ensure that all students have access to healthy fresh food so they can learn to the best of their ability. Currently we supply fresh fruit, sandwiches, cooked meals and fresh produce for student’s families.
 Appointment/Bookings for this service required. 
 
 Work Experience: 
 Rowville Community Kitchen is a NFP Social Enterprise whose purpose is to assist individuals who are unemployed, giving them the opportunity to gain the necessary work experience and develop invaluable workplace skills. Our work experience pathways include customer services skills, high volume cooking, digital and design competencies, general administration tasks and retailing. The Rowville team provides further support in the form of:
 
 -The opportunity to gain self sufficiency to support themselves and their families
 -Food assistance
 -Individual support to address any barriers to their success
 One on one interview coaching",40 Fulham Road Rowville,"40 Fulham road, Rowville VIC 3178",VIC,http://rowvillecommunitykitchen.com.au/,1300 363 723,info@rowvillecommunitykitchen.com.au,confirmed,admin,"Education, Housing"
New Hope Foundation-Prahran,,40 Grattan Street Prahran,"40 Grattan street, Prahran VIC 3181",VIC,http://www.newhope.asn.au/,03 9510 5877,newhope@newhope.asn.au,confirmed,admin,"Housing, Health, Community"
Keysborough Learning Centre-Keysborough,"Bread is available every Wednesday and Friday; milk is also distributed when available.
 Parcels consist of a variety of non-perishable, fridge and freezer foods. Fruit and vegetables are also provided when available.
 *Open Wednesday and Friday mornings from 10.00am - 12 midday for food services.
 You are eligible for assistance if you hold a Health Care Card or if you are an Asylum Seeker or Refugee
 
 
 Podiatry for Aged Pensioners, Disabled and their Carers. Subsidised fee service at Keysborough Learning Centre is prioritized for those who meet the three criteria below:
 Live in the City of Greater Dandenong
 Are aged or have a disability or are carers over 65
 Receive a pension or have a Health Care Card 
 Thursdays - $20 per visit. By appointment only. Conditions apply. Contact the Centre on 9798 7005 for more information.
 
 Financial Counselling - Free Service
 Financial counsellors can help with debts that you are struggling to pay, budgeting support and generally assist you to manage your finances.
 Call 9798 7005 for more information.
 
 Public Access to Computers/Internet
 Community access to the internet and computers.
 Available: Monday to Fridays - 9.00am - 4.30pm
 Free access for Asylum Seekers, Refugees and Health Card Holders.
 
 Free Computer Tutoring. 
 Volunteer tutors provide ""hands on"" training to seniors and people from culturally and linguistically diverse (CALD) backgrounds who have little or no experience with computers. The program provides an opportunity to learn basic computer skills including how to access the internet, social networking, emailing, working with pictures etc. 
 If you are interested please phone Reception on 9798 7005.
 
 The Community Visitors Scheme is an Australian Government Initiative.
 The scheme matches volunteers to residents and requires the volunteer to visit the resident at least once a fortnight for an hour.
 Please contact the CVS Coordinator for more information on 9798 7005 
 
 The Keysmen Shed
 The Keysmen Shed has a fully equipped workshop and kitchen where men can spend time with each other, swap yarns, use wood and other materials to produce various products using a variety of tools. The KLC provides funds to the Keysmen Shed to allow them to purchase supplies for lunch which the men cook and share together.
 All men are very welcome.
 The shed is open to all men every Friday from 9.00am until approximately 2.00pm. 
 
 Childcare (Freedom Club Co-operative)
 Subsidised childcare is available at the Freedom Club Childcare Co-operative located within our complex for most daytime sessions. For more information please see the Freedom Club Co-operative: https://www.freedomclub.org.au/
 
 English Lessons
 This is a program where the volunteer tutor is paired with their student and they meet at the Keysborough Learning Centre to help them learn English. 
 If you are interested please phone Reception on 9798 7005.
 
 Cyrene Centre
 The Cyrene Centre specialises in providing counselling and support for all families with substance abuse issues. The Centre is staffed by fully registered and qualified psychologists. The counselling at the Centre is available to all people free of charge.
 The Centre is located at Unit 5, 64 Douglas Street, Noble Park and is open Mondays, Tuesdays, Thursdays and Fridays - 10.00am - 7.00pm
 Visit their website on www.thecyrenecentre.org.au","rear of the Resurrection Catholic Parish complex, 402 Corrigan Rd, Keysborough","402 Corrigan Rd, Keysborough VIC 3173",VIC,http://www.klckeys.com.au/home or https://www.facebook.com/Keysborough-Learning-Centre-140997215969846/,03 9798 7005,info@klckeys.com.au,confirmed,admin,"Education, Employment"
St Vincents Hospital-Fitzroy,,41 Victoria Parade Fitzroy,"41 Victoria Parade, Fitzroy VIC 3065",VIC,https://svhm.org.au/home/contact,03 9231 2211,,confirmed,admin,"Employment, Education"
Lentara Uniting Care-Broadmeadows,"Lentara supports some of the most vulnerable members of the community, providing support and access to resources that are critical for sound health, wellbeing and participation in local communities. Lentara’s services are provided to all people irrespective of age, race, religion, language, ability, gender or sexual orientation.",413 - 419 Camp Road Broadmeadows,"419 Camp Road, Broadmeadows VIC 3047",VIC,http://www.lentarauc.org.au/page/130/asylum-seeker-welcome-centre-landing-page,03 9351 3600,info@lentarauc.org.au,confirmed,admin,"Employment, Education "
Dianella Community Health Centre-Broadmeadows,"This service is available to all clients who have arrived in Australia in the last 5 years with a Refugee Visa or is seeking asylum. A written referral is required from a recognised agency such as AMES, Red Cross or Spectrum. An interpreter can be arranged upon request.
 See http://dianella.org.au/our-services/refugee-and-asylum-seeker-services-1/refugee-health-1 for details on services provided",42-48 Coleraine Street Broadmeadows,"42-48 Coleraine street, Broadmeadows VIC 3047",VIC,http://dianellasuperclinic.org.au/,1300 234 263,pm@dianella.org.au,confirmed,admin,"Employment, Education"
Community Information Centre Hobsons Bay Inc.-Newport,"Food vouchers, food pantry, information about No-Interest Loans, women's health products.
 
 Emergency relief: Monday-Thursday 10.30am-2.30pm",43 Mason Street Newport,"43 Mason street, Newport VIC 3015",VIC,,03 9391 2644,info@hbcic.org.au,confirmed,admin,"Education, Employment "
St Vincent De Paul-Box Hill,"Food parcels and vouchers, tutoring programs
 
 Service a number of LGAs across Victoria, some exclusions based on volunteer and stock availability.
 
 Anyone needing material assistance from St Vincent de Paul Society in Victoria should ring their welfare line 1800 305 330 (freecall) between 10am to 3pm Monday to Friday. Callers are prompted to input their postcode, and their call is directed to their nearest Call Centre.
 
 Callers’ details and requests are recorded by their Call Centre operators and passed on to local volunteer groups, who normally visit the person in their home within 24 to 48 hours.",(Head Office Only) 43 Prospect St Box Hill,"43 Prospect St, Box Hill VIC 3128",VIC,https://www.vinnies.org.au OR https://www.vinnies.org.au/page/Contacts/ for links to inter-state locations and contact details.,03 9895 5800,info@svdp-vic.org.au,confirmed,admin,Employment
St Vincent De Paul - Home visits,"This services provides those in need with a supportive listener and may also include providing food or food vouchers, clothing, furniture, budget support, assistance with utility bills or back to school costs, information and advocacy. 
 Available to all. For further contact the Victorian Central Office on 03 9895 5800.","43 Prospect Street, Box Hill Vic 3128","43 Prospect Street, Box Hill Vic 3128",VIC,https://www.vinnies.org.au/page/Find_Help/VIC/General_support/Home_Visitation/,1300 794 054,,confirmed,admin,"Health, Education, Employment"
St Vincent de Paul Society Victoria -Box Hill,Call Centre which receives calls from people in need and refers them to the appropriate local groups for assistance.,43 Prospect Street Box Hill,"43 Prospect street, Box Hill VIC 3128",VIC,www.vinnies.org.au,03 9895 5800,info@svdp-vic.org.au,confirmed,admin,"Health, Community, Education"
Best Chance-Noble Park,Food vouchers.,45 Buckley St Noble Park,45 Buckley St Noble Park VIC 3174,VIC,https://www.bestchance.org.au/noble-park/,03 8562 5100,pacs@bestchance.org.au,confirmed,admin,Community
VincentCare Victoria-Melbourne,"Housing and homelessness programs, drug and alcohol rehabilitation, family violence services, financial counselling, health and wellbeing to reconnecting people to their communities, supported employment and outreach services for young people, adults, families and CALD communities.
 
 Ozanam House
 - Crisis and Accommodation Services
 - Ozanam Catering
 
 Ozanam Community Centre
 - Initial Assessment and Planning
 - Drop In Program
 - Meals Service
 - Client Volunteer Program
 - Visiting Services
 - Planned activity groups
 - Financial Counselling, Material Aid and Financial Capability
 - Planned Activity Program
 
 Case Management Services
 - Outreach to community clients
 - Women’s Early Intervention Program
 - Intensive case management
 
 Home Care Packages
 
 Alcohol and Other Drugs Services
 - Quin House
 - Reconstructing Life after Dependency (RLAD)
 - Brief Intervention Program
 - Substance Treatment and Recovery (STAR)
 
 Accommodation Services
 
 - Initial Assessment and Planning
 - Tenancy and Property Management
 - Transitional Housing Management
 - Sunbury Gardens
 - Independent Living Units
 
 Family Violence Services
 
 - Olive's Place
 
 Support Services
 
 - Access & Support Program
 - Accommodation Options for Families
 - Community Capacity Building and Counselling Services
 - Community Connections Program
 - Crisis Support Service
 
 Young Adults Support Services
 - Diversity Program
 - Counselling Service
 - First Response Initiative
 - Intensive Support Services
 - Outreach Support Service
 - Transitional Housing Management Program
 - Private Rental Brokerage Program
 - Young Adults Private Rental Entry Program
 - Youth Justice Community Support Service
 
 Home Care Packages
 
 HomeDirect
 
 HomeConnect
 
 Hume Community Hub
 Family Violence Services (Marian Community)
 
 Emergency Relief
 
 Finacial Counselling
 
 Home Care Packages
 
 HomeDirect
 
 HomeConnect",2/452 Flinders Street Melbourne,"452 Flinders street, Melbourne VIC 3000",VIC,https://vincentcare.org.au OR https://vincentcare.org.au/contact-us for contact details by location,03 9611 9200,vincentcare@vincentcare.org.au,confirmed,admin,"Education, Employment"
Box Hill Institute-Box Hill,"AMEP Provider. Must be a PR OR temporary visa holder AND speak little to no English. 
 
 Also a Skills for Education and Employment (SEE) provider (program formerly known as LLNP). This allows eligible job seekers to receive up to 800 hours of free training to improve literacy/numeracy in preparation for training/work. Must be a registered job seeker with Centrelink.",465 Elgar Rd Box Hill,"465 Elgar Rd, Box Hill VIC 3128",VIC,http://www.boxhill.edu.au/,1300 059 104,https://www.boxhill.edu.au/contact-us/,confirmed,admin,"Community, Education"
Australian Red Cross - North Melbourne-North Melbourne,Australian Red Cross is building a better society based on people helping people.,23-47 Villers Street North Melbourne,"47 Villers street, North Melbourne VIC 3051",VIC,http://www.redcross.org.au/asylum-seekers.aspx,03 8327 7700,,confirmed,admin,Health
Australian Red Cross (Migration Support and Services Hub)-North Melbourne,"Red Cross Hubs -- resource centres for on-the-spot help for a range of issues. Can also link to migration services as necessary. Will: listen to your needs, inform you about migration programs and services available in the area, connect you with your community. Eligibility: available to all regardless of how you arrived in Australia and stage in your migration journey. 
 
 Helps asylum seekers. Preferably have lodged protection visa application, and visa by which they came to Australia has expired. 
 
 Services may include: food packages, household goods, groceries & transport vouchers, healthcare and essential medicines, referrals to other support services, social and community activities, restoring family links (find a family member missing as a result of war/disaster/migration, send a message to a relative where there is no formal means of communication, check welfare of an overseas relative unable to reach due to illness or other circumstances) that is free of charge and confidential. 
 
 If experiencing financial hardship and have a bridging visa, or have applied for a protection visa, can help assess whether you are able to apply to the government for help under the SRSS. Under this program, can receive financial support, health services and counselling. 
 
 Support for Trafficked people program also available -- see https://www.redcross.org.au/get-help/help-for-migrants-in-transition/trafficked-people for further detail.",23-47 Villiers Street North Melbourne,"47 Villiers Street, North Melbourne VIC 3051",VIC,http://www.redcross.org.au/migration-hubs.aspx,03 8346 8334,contactus@redcross.org.au,confirmed,admin,Health
Dianella Community Health-Broadmeadows,"A written referral is required from a recognised agency such as AMES, Red Cross or Spectrum. This is a free service. The service conducts home visits by appointment only and is centrally coordinated at our Broadmeadows campus. An interpreter can be arranged upon request. This service is available to all clients who have arrived in Australia in the last 5 years with a Refugee Visa or is seeking asylum.
 
 An appointment is needed for home visits.","Dianella Community Health, GP Super Clinic, 42-48 Coleraine St Broadmeadows",48 Coleraine St Broadmeadows VIC 3047,VIC,http://www.dianella.org.au/our-services/refugee-and-asylum-seeker-services-1/refugee-health-1#c,1300 234 263,,confirmed,admin,Health
Computerbank Victoria Inc-West Melbourne,"Low cost recycled computers are available for community groups and Australian Commonwealth Concession Card or Health Care Card holders, asylum seekers (referral or card) and students.
 
 Bring your Australian Commonwealth Concession Card, Health Care Card, Student Card or proof of Asylum Seeker status to Computerbank on Friday between 10am-5pm and Saturday between 12.30- 5pm (only open to the public on these days).
 
 Refugees/Asylum Seekers assessed on case-by-case basis - appointment only. Contact via email.",483 Victoria St West Melbourne,"483 Victoria St, West Melbourne VIC 3003",VIC,http://www.computerbank.org.au/,03 9600 9161,info@computerbank.org.au,confirmed,admin,Health
ComputerBank-West Melbourne,Asylum Seekers are eligible for one free budget Core 2 Duo desktop computer. We need proof of Asylum Seeker status and a recommendation from a Not For Profit group.,483 Victoria St West Melbourne,"483 Victoria St, West Melbourne VIC 3003",VIC,www.computerbank.org.au,9600 9161,info@computerbank.org.au,confirmed,admin,Health
South East Community Links (Formerly Youthlinks [14-25yo])-Noble Park,"* If not a local resident but in need of assistance you will not be turned away.
 
 Monash Legal Services at Youth Links every Thursday afternoon between 3.30-5pm.
 Centrelink representative at Youth Links every Thursday afternoon between 2.30-5pm.
 
 Food vouchers are once a month, however if deemed in great need then there will be some access to a food pantry on site. 
 
 Have a strong relationship with nearby Noble Park Language Centre.",Shops 2-4/49 Douglas St Noble Park,"49 Douglas St, Noble Park VIC 3174",VIC,http://www.scaab.org.au/youth-links/,03 9547 0511,youthadm@secl.org.au,confirmed,admin,Health
Youth Links (under South East Community Links)-Noble Park,"South East Community Links was established in late 2015 following the merge of SCAAB, DCAB and the Southern Ethnic Advisory and Advocacy Council. Provides a range of services with different eligibility requirements - 
 
 Emergency relief (Centrelink Request for Assistance)
 Case management (appointment only) 
 No interest loan scheme (Health Care Card/Centrelink card/salary under 4000) 
 Child support 
 Financial counselling
 StepUP loans (Health Care Card/Pension Card/Family Tax Benefit Part A)
 Humanitarian Settlement Program 
 Settlement Grants Program
 Refugee Grants Program
 
 Each service may have different opening hours, so see website for further information.",49 Douglas Street Noble Park,"49 Douglas street, Noble Park VIC 3174",VIC,http://www.secl.org.au/,03 9547 0511,info@secl.org.au,confirmed,admin,Health
Glenroy Neighbourhood Learning Centre-Glenroy,"Glenroy Neighbourhood Learning Centre is a community development and education services provider, neighbourhood house, and Registered Training Organisation (RTO). Our charity offers a suite of digital literacy courses, language and literacy programs, health and wellbeing activities, occasional childcare, and opportunities for young people.",5B Cromwell Street Glenroy,"5 Cromwell street, Glenroy VIC 3046",VIC,http://glenroynlc.org.au/,03 9304 3910,admin@glenlink.vic.edu.au,confirmed,admin,Health
South East Community Links-Springvale,"South East Community Links was established in late 2015 following the merge of SCAAB, DCAB and the SEAAC. Provides a range of services with different eligibility requirements - 
 
 Emergency relief (Centrelink Request for Assistance)
 Case management (appointment only) 
 No interest loan scheme (Health Care Card/Centrelink card/salary under 4000) 
 Child support 
 Financial counselling
 StepUP loans (Health Care Card/Pension Card/Family Tax Benefit Part A)
 Humanitarian Settlement Program 
 Settlement Grants Program
 Refugee Grants Program
 
 Each service may have different opening hours, so see website for further information.",5 Osborne Avenue Springvale,"5 Osborne Avenue, Springvale VIC 3171",VIC,www.scaab.org.au,03 9546 5255,info@secl.org.au,confirmed,admin,"Health, Community"
South East Community Links (Formerly Springvale Community Aid & Advice Bureau (SCAAB))-Springvale,"Food parcels and vouchers. Emergency relief service requests are assessed by a worker, and are subject to availability. Food parcels are quite limited.",5 Osbourne Ave Springvale,"5 Osbourne Ave, Springvale VIC 3171",VIC,http://secl.org.au,03 9546 5255,info@secl.org.au,confirmed,admin,Community
St Kilda Mums-St Kilda,"3 main services: 
 order and collect from our St Kilda warehouse
 regional service to support social workers outside metro Melbourne
 Safe Start service to support maternity hospitals
 
 We do not support individuals or families directly. Must ask your social worker or maternal child health nurse to contact us on your behalf. If you do not have a social worker you can contact Child FIRST to have your needs assessed. 
 Child FIRST is a free service. You need to complete a Child FIRST assessment where they will explore your parenting capacity and needs.",2-4 and 5 Vale Street St Kilda,"5 Vale street, St Kilda VIC 3182",VIC,http://www.stkildamums.org/,1300 789 509,http://www.stkildamums.org/contact/contact/ for appropriate contact,confirmed,admin,Education
Royal Children's Hospital-Parkville,"Multidisciplinary assessment for recently arrived children of refugee background -- includes medical and educational/developmental assessment, oral health assessment and health promotion, immunisations, Mantoux testing and administration of Vitamin D.",50 Flemington Road Parkville Victoria Parkville,"50 Flemington road, Parkville VIC VIC 3052",VIC,http://www.rch.org.au/immigranthealth/,03 9345 5522,helen.milton@rch.org.au,confirmed,admin,Education
Department of Health and Human Services-Melbourne,"The Department of Health and Human Services works closely in partnership with the Victorian Refugee Health Network.
 
 Offers a variety of programs. The Refugee Health Program (formerly the Refugee Health Nurse Program) operates in areas with high numbers of newly arrived refugees and/or asylum seekers. The program is delivered by nurses, allied health professionals, interpreters and bicultural workers.
 Refugee health nurses conduct initial health screening, facilitate access to general practice and specialist healthcare, and provide case management, education and nursing care. They also refer clients to other support services, such as housing and employment services.",50 Lonsdale Street Melbourne,"50 Lonsdale street, Melbourne VIC 3000",VIC,www2.health.vic.gov.au/about/populations/refugee-asylum-seeker-health,1300 650 172,,confirmed,admin,Community
Uniting Lentara (Asylum Seeker Project)-Brunswick,"Provide accommodation for people who are not on SRSS payments. 
 Provide case management services. 
 Ongoing case management until status is resolved or go back onto SRSS program. 
 Basic living allowance, food parcels, support groups
 Generally for clients who have exhausted all options and waiting for minister’s decision on VISA. 
 
 Best to call in advance before attending office.","L1, 503 Sydney Rd Brunswick","503 Sydney Rd, Brunswick VIC 3056",VIC,http://www.lentarauc.org.au/page/58/asylum-seeker-project,03 9351 3600,info@lentarauc.org.au,confirmed,admin,"Education, Health, Everyday"
Cabrini Asylum Seeker and Refugee Health Hub-Brunswick,"The Hub welcomes people seeking asylum who do not have a Medicare Card or who have a Medicare Card but receive no income.
 All services provided at the Hub will be of no charge to the client:
 Medicare ineligible clients will receive free service.
 Medicare eligible clients will be bulk billed (clients will need to present their Medicare card).",503 Sydney Road Brunswick,"503 Sydney road, Brunswick VIC 3056",VIC,www.cabrini.com.au/patients-and-families/facilities-and-directions/cabrini-asylum-seeker-and-refugee-health-hub,03 8388 7874,healthhub@cabrini.com.au,confirmed,admin,"Education, Everyday, Employment "
Foundation House-Ringwood,"A person must meet ALL of the following criteria: 
 •Have a refugee or refugee-like background (see definition below); AND
 •Have a history of torture and/or other traumatic events prior to arrival in Australia or be an immediate family member of such a person; AND 
 •Be experiencing psychological or psychosocial difficulties believed to be associated with their experience of torture and traumatic events; AND 
 •Consent to receive our services; AND
 •Not pose an unacceptable risk to the safety of staff or other clients. 
 
 Refugee or refugee-like background definition 
 This includes: 
 •People who have been found to be refugees (by the UNHCR or the Australian Government)
 •People who have suffered persecution in their country of nationality or usual residence 
 •People who have been subjected to substantial discrimination and human rights abuses in their country of nationality or usual residence 
 •Immediate family members, such as a child, of the above. 
 NOTE - Can still be eligible if not a refugee under the Refugee Convention. 
 
 •People can refer themselves or be referred by family and community members.","Suite 5, 45-51 Ringwood Street Ringwood","51 Ringwood street, Ringwood VIC 3134",VIC,http://www.foundationhouse.org.au/contact-us/,03 9389 8700,info@foundationhouse.org.au,confirmed,admin,"Health, Everyday, Education, Community"
Camberwell Camcare-Camberwell,"Education grants and support for costs.
 Free Bread (delivered on Tuesday and Friday). 
 ‘Market style’ fresh food distribution every Thursday 11am-12pm.
 Case assessment for utility bill assistance & educational costs. 
 Free BBQ on the last Thursday of the month.
 
 Free technology lessons for seniors (over age 50). Please contact Camcare to register for the training on 9831 1900 or drop by to see us at 51 St Johns Ave, Camberwell.
 
 Camcare’s Family Services program assists vulnerable and at-risk children and their families to develop, maintain and strengthen their family functioning. please contact us or call 03 98099100 and ask for Team Leader, Integrated Family Services.
 
 Tax Help - free service to Boroondara residents who earn less than $60,000 per annum and require assistance in lodging their online Tax Returns. This service runs from the first week of July to the end of October. Please call from the first week of July to book in for appointments as the schedule will not be available until then.
 
 Grants: 
 One-off grants are paid for essential items or services including uniform, text books, travel costs to and from school, camps, household removal costs, small items of medical equipment. To contact Camcare about the Student Support Fund or Family Fund, please contact us or call our offices on 03 9831 1900 and ask for Intake Duty Worker.
 
 
 Please contact reception or see our website for more information on any of our services. For drop in services, the office is open Monday-Friday, 9.00am-4.30pm and the phones are manned until 5.00pm.",51 St Johns Ave Camberwell,"51 St Johns Ave, Camberwell VIC 3124",VIC,http://camcare.org.au/services-projects/community-services/emergency-relief/,03 9831 1900,camcare@camcare.org.au,confirmed,admin,"Everyday, Education"
IPC Health -Wyndham Vale,"Call the Refugee Health Team at:
 Hoppers Crossing Ph: 8734 1400
 Sunshine Ph: 9313 5000
 Wyndham Vale Ph: 9216 7777
 Or come to one of our campuses to make an appointment: https://www.ipchealth.com.au/services-information/
 
 Services are free. Interpreter available upon request. 
 Generally by referral, however clients are allowed to contact the clinic directly.",510 Ballan Road Wyndham Vale,"510 Ballan road, Wyndham Vale VIC 3024",VIC,https://www.ipchealth.com.au/,03 9216 7777,,confirmed,admin,"Financial, Legal, Education, Employment, Community"
Uniting Care (Kildonan)-Coburg,Please see: https://www.kildonan.org.au/programs-and-services/settlement-services/ for eligibility for different programs,512 Sydney Rd Coburg,"512 Sydney Rd, Coburg VIC 3058",VIC,https://www.unitingcare.org.au/services-agencies for a national list of agency locations and contact details,03 8401 0194,info@kildonan.org.au,confirmed,admin,Education
Coburg Community Information Centre-Coburg,"Food vouchers, KMart vouchers
 Moreland NILS (No Interest Loans) Wednesdays.
 Emergency relief restricted to local residents. 
 There must be at least a three month interval between visits
 Name and address details must be presented at every visit",512 Sydney Road Coburg,"512 Sydney Road, Coburg 3058",VIC,http://www.cisvic.org.au/getting-help/find-your-local-agency/coburg-community-information-centre-inc,03 9350 3737,ccic@pacific.net.au,confirmed,admin,"Education, Community"
Brigidine Asylum Seekers Project-Albert Park,"Visitation in detention, giving support after release from detention, providing friendship through teaching English, arranging social events or outings, collecting and/or delivering food and material aid, helping with housing (applications, inspections, accommodation) and providing employment or volunteering opportunities for people seeking asylum.",52 Beaconsfield Parade Albert Park,"52 Beaconsfield Parade, Albert Park VIC 3206",VIC,http://www.basp.org.au,039696 2107,queries@basp.org.au,confirmed,admin,"Everyday, Community"
St James Anglican Church-Dandenong,"Hot Meal provided at midday on Mondays. Morning tea also provided for those that arrive early. 
 
 Sudanese Congregation and ministry -- Bari fellowship meets every fourth Saturday. Conta Bari Community, Bathwell Duku Wani, 9706 0114.",53 Langhorne St Dandenong,53 Langhorne St Dandenong VIC 3175,VIC,http://www.stjamesdandenong.com,03 9793 3898,,confirmed,admin,"Education, Community"
Salvation Army - Ringwood-Ringwood,"Food and Salvos Stores vouchers
 Monday, Wednesday, Friday 12pm-4pm for Emergency Services (9879 2894). 
 
 Byways Lunch
 Gold coin donation Luncheon every week from February till December at 1pm. Two courses served for 80-100 guests. Morning tea from 11am Wednesdays. 
 1st and 3rd Wednesday of month 1pm
 
 Doorways / Emergency Relief
 Emergency relief aims to assist with food hampers and other assistance
 Monday, Wednesday and Friday 12 - 4pm 
 
 Financial Guidance/Casework
 Food parcels, counselling for people in hard circumstances. 
 Tuesday-Thursday 9am-3.30pm
 
 A range of other services are also offered. See - 
 
 http://www.salvationarmy.org.au/en/Find-Us/Victoria/Ringwood-corps/What-we-offer/",49-53 Wantirna Rd Ringwood,"53 Wantirna Rd, Ringwood VIC 3134",VIC,http://www.salvationarmy.org.au/ringwood,03 9870 0720,corpsofficer.ringwood,confirmed,admin,"Employment, Health, Financial"
Brigidine Asylum Seeker Project-Albert Park,Supported housing mostly in inner Melbourne. Food parcels.,54 Beaconsfield Pde Albert Park,"54 Beaconsfield Pde, Albert Park VIC 3206",VIC,http://basp.org.au/,03 88422691,queries@basp.org.au or lsaunders@basp.org.au,confirmed,admin,"Housing, Community, Everyday"
BreakThru-Deer Park,"breakthru is a Registered Training Organisation (RTO #91512) and our team deliver exceptional courses along the East Coast, including traineeships, SOA, accredited and non-accredited training.",54 Burnside St Deer Park,"54 Burnside St, Deer Park VIC 3023",VIC,https://breakthru.org.au/,03 8390 3400,,confirmed,admin,Education
Baptcare Sanctuary - Preston-Preston,"Every day Home Help supports people to keep living well at home. Baptcare provides flexible and quality services to thousands of families, from short term help to ongoing care.",547 Bell Street Preston,"547 Bell Street, Preston VIC 3072",VIC,www.baptcare.org.au,03 8480 9012,sanctuary@baptcare.org.au,confirmed,admin,"Housing, Education, Community, Everyday"
Life Without Barriers-Richmond,,"Level 3, 554 Church Street Richmond","554 Church street, Richmond VIC 3121",VIC,http://www.lwb.org.au/refugees-and-asylum-seekers/,03 8480 9600,,confirmed,admin,"Employment, Education"
Independent Mental Health Advocacy Service-Melbourne,"Support for people currently on a compulsory treatment order (outpatient or inpatient). Also support for people at risk of being placed on such an order, recently released from one, unfit to stand trial, secure treatment orders.",570 Bourke Street Melbourne,"570 Bourke street, Melbourne VIC 3000",VIC,https://www.imha.vic.gov.au/,1300 947 820,contact@imha.vic.gov.au,confirmed,admin,Employment
New Hope Foundation - Clarinda-Clarinda,The New Hope Foundation delivers programs that support migrants and refugees across different life stages in the settlement and migration journey.,58B Viney Street Clarinda,"58 Viney street, Clarinda VIC 3169",VIC,http://www.newhope.asn.au,03 8551 1200,clarinda@newhope.asn.au,confirmed,admin,Employment
Whittlesea Community Connections-Epping,"Assistance is offered by appointment and can be made by phone only at 8:30am each Monday morning on 9401 6644. 
 $50 cash cheque can only be accessed every 4 months. 
 
 Provides casework support, settlement support, youth support, and community engagement support. 
 
 Holds events for Arabic and Farsi speakers, in addition to English-language education programs. 
 
 Assists people under-25 develop life skills as they settle into Australia.
 
 Also runs a road safety program. 
 
 *Note - Need to have links to the City of Whittlesea (live, work or study, staying with friends).","Shop 111, Pacific Epping Plaza, 571-583 High St, Epping","583 High St, Epping VIC 3076",VIC,http://www.whittleseacommunityconnections.org.au,03 9401 6666,admin@whittleseacc.org.au // ahutchens@whittleseacc.org.au,confirmed,admin,"Employment, Education"
Syndal Baptist Church-Glen Waverley,"Foodbank is open each week on Tuesdays from 10am-2pm. 
 This is a drop-in service however, referrals are also accepted. 
 
 Appointments are made by contacting the Church Office on 9803 9144.
 
 Budget classes.
 
 There is a free community lunch held every Friday.
 Limited clothing available.",Church: 588 High Street Road Glen Waverley,"588 High street road, Glen Waverley VIC 3150",VIC,https://www.sb.org.au,03 9803 9144,admin@sb.org.au,confirmed,admin,"Employment, Education"
